filename	transcription
upc_ca_ona_100056.wav	i amb la fanta sobre el parquet de sobre la llei l'esborrany que jo he tingut a les mans i amb què i participat en alguna sessió en un àmbit molt concrets d'un subsector molt concret per a mi per una figura jurídica és
upc_ca_pau_101098.wav	en aquest sentit viatge dir que el nivell assistencial de la malaltia inflamatòria catalunya en què i d'idèntic l que pugui donar-li el remei i al clínic quan atracaments i quant a un tipus de coses
common_voice_ca_27293083.wav	es troba al resultat de luxe
upc_ca_pau_101089.wav	i per la canalització que hi porta a terme també
common_voice_ca_31132763.wav	la ventosa fundada en absolutament cert marge no perdre
common_voice_ca_31277562.wav	amb l'àlies natural
upc_ca_ona_100012.wav	debat i votació de la sol·licitud de compareixença del partit iniciativa per catalunya
upc_ca_ona_100021.wav	molt bé jo hi parlava amb un fageda del cantó de ripoll doncs que li arriba la llum però es clar ahir es va quedar tot el matí sense electricitat
common_voice_ca_19937262.wav	té una entrada lleugerament desplaçada que paradís
upc_ca_pau_101045.wav	més densament poblat amb relació a la resta del territori
upc_ca_pau_101099.wav	llavors arriba el moment de les dones o enllà no poden ni ho hem de deixar de treballar o hem d'agafar rus que facin un acomiadament improcedent però com si fos procedent perquè no podemos
upc_ca_pau_101053.wav	el petit comerç urbà simplement per una raó de preus i per una raó de falles no precisament per una raó que beneficia o que comprem curs
upc_ca_pau_101036.wav	digues no miri és una esquizofrènia com podria ser diabetis per a no és diabètic és esquizofrènic i pur
common_voice_ca_31085493.wav	inclou també la
upc_ca_ona_100019.wav	no dubti que si vostè em pregunta en qualsevol moment sobre l'estat d'aquests dos assumptes judicials en què està personada la generalitat de catalunya jo de tot el que em demani informació i transparència li donaré
upc_ca_pau_101079.wav	ja que ja els hem tornat però no parlem de mercadeig polític ni hem de parlar de mercadeig polític perquè del que estem parlant de pirates públiques i d'ajuts i de primes molt seriosos que seria bo que no cartells cap tipus de frivolitat
common_voice_ca_31798275.wav	divendres la nina la clara aniran a la biblioteca
upc_ca_ona_100050.wav	evidentment si no s'ha fet nosaltres continuem insistint que és necessari que es faci i per tant hem de donar suport a aquesta proposició no de llei però recordant això que sent duplicant un mandat que ja existia de l'any durant
common_voice_ca_31457791.wav	vida
common_voice_ca_31246494.wav	nombre hauria d'anar de futur
upc_ca_pau_101020.wav	l'accident de trànsit avui a catalunya és la primera causa de mortalitat de finca trenta-quatre anys entre els catalans i catalanes
common_voice_ca_31481035.wav	serveix per fer valoracions contrastant el risc que les inversions on la immobilitat selecció
upc_ca_pau_101077.wav	d oci demanava la xifra aquestes xifres les i donaré perquè les hem d'arribar
upc_ca_ona_100103.wav	aquí ens va dir que faria el pla director d'educació especial i aquest és el tema important falten o no
upc_ca_ona_100076.wav	el senyor casajuana i pla de llorenç intervé sense fer ús del micròfon
upc_ca_ona_100033.wav	el escolto consejo que el mapa de recursos no valia o i tanca
common_voice_ca_31241498.wav	obama ha guanyat fins les deu rondes el monyó la decisió
common_voice_ca_19928548.wav	cada integrat agradaria escoltar dècades del bisbe i capítols de tu
upc_ca_pau_101004.wav	el que plantejava la companya maria altament que s'obrien les quotes amb relació a i domèstic altres opcions no tenia res a veure pel mercat de treball
common_voice_ca_31222391.wav	el servei postal dels estats units gestionen oficial hores
common_voice_ca_30855397.wav	després de s'hagi
common_voice_ca_31261312.wav	trobo fan sentir res i badia
upc_ca_pau_101094.wav	per tant l'administració central típic totes les competències
upc_ca_pau_101076.wav	el celler casajuana i blava intervinguin sapigut del micròfon
upc_ca_ona_100032.wav	això sí que ho reconeix que hi treballem perquè no hi havia producte
upc_ca_pau_101034.wav	és que era una mica era un inventari
common_voice_ca_31783620.wav	fita
common_voice_ca_31168000.wav	fan treballs manuals i aprenen coses sobre els animals sebastià
common_voice_ca_18179316.wav	
common_voice_ca_31225995.wav	t obra al museu reina sofia
common_voice_ca_30768701.wav	
common_voice_ca_28791268.wav	contingut està protegit pels terratrèmols en una visita ràpida
upc_ca_ona_100041.wav	per exemple al país basc no ho sé el país basc va a lleó castella lleó
common_voice_ca_31471261.wav	quaranta-un com a tal de la l'aleví
common_voice_ca_19290202.wav	mercat
upc_ca_pau_101082.wav	vull que fa pregunti com es diu fer doncs i josep potser i no diu josep bayerri ramon però com a mínim una foto i el nom poder i no volen d'unarre
upc_ca_pau_101091.wav	em sembla que a diferència del senyor boada de fer únics que comuniqui l'interior de les comarques gironines olot amb la costa brava és més necessari que sigui potent i desdoblar
common_voice_ca_31319263.wav	albert javi juanola i generador nascut a girona
upc_ca_pau_101097.wav	una cosa i fer una campanya de catalunya ho dic de l'estat espanyol i una altra cosa i fer una campanya
common_voice_ca_19908846.wav	allà treballen més de mil persones
upc_ca_ona_100026.wav	nosaltres ho farem al revés de com ho volen pretendre vostè vostè incrementant el cànon per tant accentuant la no competitivitat per tant invitant a la deslocalització
upc_ca_ona_100091.wav	em sembla que a diferència del senyor boada també un eix que comuniqui l'interior de les comarques gironines olot la costa brava és més necessari que sigui potent i desdoblat
common_voice_ca_31342983.wav	sexual a tothom
upc_ca_ona_100016.wav	vostè ens ha vingut a dir que hi ha unes grans diferències entre la uab i la comissió
common_voice_ca_31085491.wav	aquests també tenen un origen
upc_ca_pau_101056.wav	i amb l'afany de ser breu perquè han de ser breu la llei la currant que jo he pogut a les mans i hem participat en alguna sessió en un àmbit molt concreta successor molt concret per a mi per una figura jurídica i surt
common_voice_ca_31434512.wav	diversos models d'un mar han foc servir per criar i macià
upc_ca_pau_101018.wav	i no dubti que quan jo tingui notificació de qualsevol control intern ho tornaré impulsat per la mateixa conselleria li ho donaré
upc_ca_pau_101054.wav	nosaltres en aquest moment no demanem ja protecció com de la base per al sector tèxtil protegiu protegiu no en aquests moments no demanem protecció no la web i ho dic en veu alta
upc_ca_pau_101014.wav	hi ha fet parlant entitats que lloga pisos per després fer de mediadors o estem parlant ajuntament tallada en pisos distribuir per la ciutat per no fer aquestes
common_voice_ca_31302556.wav	la torre de planta baixa hi ha nascut a barcelona
common_voice_ca_31750472.wav	per cap d'any no carla i santa a mirar de tercers
upc_ca_ona_100064.wav	o ara per exemple tenim escriptura i esborrany impresos oficials biblioteca base de dades sortida al carrer i etiquetes podem sortir i aquí i anaya anar allà atleta
upc_ca_ona_100044.wav	no hi ha cap més esport arreu del món però jo parlo per catalunya que paga per anar a practicar l'esport
upc_ca_ona_100097.wav	una cosa és fer una campanya de catalunya o dins de l'estat espanyol i una altra cosa és fer una campanya
upc_ca_pau_101084.wav	jo amb el permís del meu company batllia l'inspector d'aquí de la via laietana que amb això no hi estava
upc_ca_pau_101062.wav	el nomenament del nou director ho serà en aquest sentit fonamental i de que no respongui als criteris anteriors sinó que respongui als criteris que vostè ha activitat
common_voice_ca_31340504.wav	actualment el síndic de greuges de la universitat
common_voice_ca_31497154.wav	poble latent gran injustícia
common_voice_ca_30828394.wav	el riu brai i a punt de fer de forma platejat es declara i truita arc de sant martí
common_voice_ca_19911316.wav	el palau de benifairó del fai va tenir gran impo
upc_ca_ona_100014.wav	i estem parlant d'entitats que lloguen pisos per després fer de mediadors ho estem parlant d ajuntaments que lloguen pisos distribuïts per les ciutats per no fer lletres
upc_ca_ona_100098.wav	en aquest sentit i es dedica el nivell assistencial de la malaltia inflamatòria a catalunya en aquest moment és idèntica a la que puguin donar-li el remei i el límit quan de tractament i quanta un tipus de
upc_ca_pau_101000.wav	la regulació de la conservació de la història clínica permetrà resoldre casos que a hores d'ara van arribant durant
upc_ca_ona_100067.wav	aleshores és aquest tipus d'informació que m'agradaria si la pena que subministra si és a dir sobre els estudiants matriculats quants prova quants es mantenen
upc_ca_pau_101066.wav	i creiem que aquest espai enologia sants ja benefici de la cultura de la igualació entre cultura persones a lletra de la disminució de la separació entre sortirà
upc_ca_ona_100051.wav	aula suposo que per la petició que li ha fet l'il·lustre diputat senyor xavier soy
upc_ca_ona_100065.wav	un medina el que desitja home d arqueologia i finalment com crear el que vol
upc_ca_ona_100057.wav	és a dir és passar per damunt navegar no és un element transformador tal com està redactat ara perquè no va al fons
common_voice_ca_31814500.wav	morir fa gràcia que substitueixi
common_voice_ca_30763773.wav	em dic aura parrilla fer a
upc_ca_ona_100053.wav	el petit comerç que fa simplement per una raó de preus i per una raó d'estalvi no precisament per una raó que es beneficia o que compra per impuls
common_voice_ca_31132759.wav	de tercers
upc_ca_ona_100094.wav	és per tant l'administració central qui té totes les competències
upc_ca_pau_101031.wav	si fossin il·legal quan nosaltres anacronisme de gener comentem amb el cas que analitzi és il·legal o no estem fent nosaltres l'hauríem retirada del mateix moment en què el gag anàlisi que era il·legal que no ens ho ha dit que no és
common_voice_ca_30882479.wav	un obrer el cas per la persona
common_voice_ca_30935636.wav	nascuda amb xirgu sumen entrenada per a una carrera com a cantant azorín i adreça
common_voice_ca_31056644.wav	la suavitat favorable
common_voice_ca_19503277.wav	el món guerra civils i coses
common_voice_ca_30816592.wav	la xifra de casos de dilluns una superior
upc_ca_ona_100099.wav	llavors arriba un moment de les dones quan ja no podem més ho hem de deixar de treballar o hem d'agafar busca facin un acomiadament improcedent però com si fos procedent perquè no podem continuar
upc_ca_ona_100073.wav	mirant al futur potser corregirem allò que interessa el país i el nostre grup i el nostre govern estarà molt molt agraïts de la col·laboració que puguem rebre del seu col·legi
upc_ca_pau_101069.wav	en l'europa del futur per a europa del futur vol dir l'europa de demà mateix a l'europa del futur només sobreviuran aquelles nacions que tinguin una gestió cultural sòlida sòlida en el context marçal i individualitzada en aquest
upc_ca_ona_100089.wav	no hi ha concrecions de les mesures sobre les afectacions que en el cas del riu són impressionants i per la canalització que si porta a terme també
common_voice_ca_31089514.wav	marcar el sis passeig segur setanta-quatre
upc_ca_pau_101002.wav	molt breument li volem agrair de les seves exposició tal i com avui a la seva respostes en nom del nostre grup parlamentari
common_voice_ca_31325506.wav	santa maria
common_voice_ca_31719365.wav	dimarts la carla la nàdia enllà de torres de segre
upc_ca_ona_100081.wav	un registre de totes aquelles persones que sense sostre van a un menjador bany a algun lloc a dutxar-se i van a canviar-se de roba
common_voice_ca_30886880.wav	bahia tengut accés al web
upc_ca_ona_100004.wav	el que plantejava l'acompanya marisa fa un moment que s'obrien les quotes amb relació al servei domèstic no d'altres opcions no tenia res a veure amb el mercat de treball
common_voice_ca_31402794.wav	una persona que aporta una camisa ratlles auriculars i un mocador cérvol carrer amb un gran que passa per ell
common_voice_ca_31222392.wav	havia de decidir sobre el conflicte
upc_ca_pau_101100.wav	el divuitè i una iniciativa una proposició no de llei sobre la necessitat de dotar el municipi de teià del maresme d'un institut d'ensenyament secundari és una iniciativa impulsada per tots els grups parlamentaris
upc_ca_pau_101001.wav	de fred a poc a poc han anat sorgint altra síndics locals
upc_ca_ona_100035.wav	i sàpiga que des del meu punt de vista el que passarà serà que el proper govern al decidiran els ciutadans de catalunya a les urnes i patir una nit
upc_ca_pau_101085.wav	de major
common_voice_ca_31340621.wav	peces de lego de ciutadania
upc_ca_ona_100075.wav	vostè ens ha parlat de l'esforç inversor de l'institut català de finances i del paper del pressupost de la generalitat
common_voice_ca_30976359.wav	el govern de la ciutat es dirigeix en els poders executiu i legislatiu
common_voice_ca_31135103.wav	la paraula alemanya que s'utilitza per a motocicletes
upc_ca_ona_100003.wav	volem desitjar-li èxits per aquestes jornades doncs que organitza la setmana entrant la federació iberoamericana de voluntaris aquí a barcelona i també a crits a la seva presidència europea també de voluntaris
common_voice_ca_31507051.wav	és a dir
upc_ca_ona_100104.wav	per totes les comarques puguin arribar a saber cap a una ment i cap a on ens encaminem i cuines prioritat
upc_ca_ona_100063.wav	en aquest sentit li donem senyor conseller ara sí que em dirigeixo a vostè ple suport
upc_ca_pau_101009.wav	penso que com he dit pedagògic sobretot per a vostè que no pas escoltau rollo una hora llegir tomba
upc_ca_ona_100001.wav	per tant des del primer moment vaig ser molt sensible en aquest tema vaig tenir bona relació en aquell moment amb el síndic de la paeria després a poc a poc han anat sorgint altra síndics locals no
upc_ca_pau_101064.wav	ara aquí per exemple tenim escriptura i ha currat impresos oficials biblioteca bases de dades sortir del carrer i etiqueta podem sortir i anar i i a llar en allà etcètera
common_voice_ca_31420992.wav	la seva plàcida és relativament curtes i estreta i de longitud similars ens hem assabentat
common_voice_ca_30798361.wav	si s'aprova es pot sol·licitar fer de xamfrà
common_voice_ca_30858097.wav	el petit quan es confirma que han comunicat
upc_ca_ona_100037.wav	realment halsey no es poden tocar perquè són decrets reials vull dir que no es pot tocar però jo crec que de mica en mica ho anirem tocar
upc_ca_ona_100010.wav	per tant no puc
upc_ca_pau_101030.wav	o aquelles persones que reben el subsidi d'ingressos mínims de la lij que cobren només dos mil noranta-vuit euros l'any aquí client l'any
upc_ca_pau_101103.wav	aquí ens va dir que faria un pla director d'educació especial i aquest és el tema important el camí on el teniu
common_voice_ca_31083168.wav	quant a caminar i a altres tristesa dues de les quals també estan duplicada
upc_ca_ona_100030.wav	o aquelles tres mil persones que reben el subsidi d'ingressos mínims d'adanisme que cobren només dormint noranta-vuit euros l'any recipient l'any
common_voice_ca_30828399.wav	el senyor ja ho vulgui contraataca
common_voice_ca_30871150.wav	l'amfiteatre és més rebut
upc_ca_ona_100082.wav	vull que se'ls pregunta com es diu vostè dos bàndols josé utrera no es diu josep d asil ramon però com a mínim una foto del nom josep no volen donar res més
common_voice_ca_28791267.wav	zamora nova semblaven
upc_ca_pau_101048.wav	el mes de juny de l'any dos mil el secretari general de la ford va trametre la secretaria general del departament un nou avantprojecte sobre porcions organització i funcionament del consell
common_voice_ca_31811352.wav	demà anna hi ha gent que hi aniran sentiment de
upc_ca_pau_101039.wav	per tant potser vindrà però també durant un cert marge de capacitat i de confiança en l'equip de la conselleria per intentar evitar que no arribi
common_voice_ca_20227727.wav	si poden distingir dues covetes bàsicament similar
common_voice_ca_31721010.wav	demà amb l'all i de no saber
upc_ca_ona_100074.wav	ara dues coses de gran discrepància entre vostè i nosaltres dues només dues de les moltes més que hi podria haver però només dues molt important
upc_ca_ona_100028.wav	de conformitat amb la disposició final primera i el que estableix l'article cent onze punts del reglament del parlament de catalunya l'aprovació de la proposta de reforma del reglament del parlament requereix l'aprovació votació final per la majoria absoluta
upc_ca_ona_100059.wav	no sé si és manca de coratge manca de personalitat o que veuen una manca de coratge i manca de personalitat als agents que han de confondre aquest triangle trinitari que té un misteri que vostè encara no els darrers anys
common_voice_ca_31074096.wav	es va traslladar a madrid de forma flandes
upc_ca_ona_100068.wav	i llavors el rector així s'ha de dir això perquè no passi això
upc_ca_ona_100102.wav	puc fer però en canvi no podrà donar recolzament als altres festes
upc_ca_ona_100092.wav	per tant doncs una part de l'eix de les gavarres com a mínim pensem que caldria de doblant-ho fins a palamós
common_voice_ca_30816683.wav	els cupaires continuen formant part de la comitiva territori
upc_ca_pau_101006.wav	roser alguna pregunta la faria si no ho repeteixo donaria per acabada aquesta primera part de la reunió i acomiadarien les persones que han vingut a comparèixer
upc_ca_pau_101072.wav	refugi al riutort curiosament i refugi biològic de fa molts anys potser portem tindran jordi vuit anys com a refugi biològic
upc_ca_pau_101012.wav	debat i votació de la sol·licitud de compareixença del partit iniciativa per catalunya-verds
common_voice_ca_31173901.wav	la gent
upc_ca_pau_101073.wav	mirant el futur potser corregirem allò que interessa el país i el nostre grup i el nostre govern a faran bosc molt agraït de la col·laboració que podem rebre del seu col·legi
upc_ca_ona_100043.wav	però sí que demanem i ho treballarem és que la taxa aquesta taxa creada per anar a pescar per anar fer un esport que som els únics que paguem per fer un esport
common_voice_ca_31168100.wav	pilar bayer i de luna és una artista nascuda a
common_voice_ca_31792897.wav	dia poden anar amunt
common_voice_ca_30858248.wav	
upc_ca_ona_100049.wav	aquest projecte d'alguna manera intentava donar resposta al que els he expressat anteriorment separar desglossa tot el que era govern del que són estructura i funciona
common_voice_ca_31056631.wav	el cilindre de l'alfàs perquè
common_voice_ca_30957984.wav	us deixo tranquils a tots
upc_ca_pau_101021.wav	el veig jo i parlava amb un pagès del cartó de ripoll doncs que li arriba la llum per a la haia va quedar tot el matí la crítica
upc_ca_ona_100066.wav	caient per aquestes tecnologies s'han d'utilitzar en benefici de la cultura de la igualació entreculturas persona lletra de la degeneració de la separació ens en sortirem
common_voice_ca_31149065.wav	el girona
common_voice_ca_20325542.wav	jornada
common_voice_ca_30957086.wav	les mitjanes mòbils inicials destaquen els canvis recents en altres
common_voice_ca_31340503.wav	utilitzeu va ser víctimes les normals no inversió
upc_ca_pau_101007.wav	el segon tipus de cartografia que treballem és la cartografia operativa vegeu la figura xii
common_voice_ca_19937250.wav	ciceró decidir departament de vida
common_voice_ca_30783842.wav	no volem fer cala mesos
upc_ca_ona_100061.wav	i precisament per aquest motiu no es podrà implantar sempre hem dit que qualsevol iniciativa que vagi encaminada a fer una gemma català o un sistema de mesurament per les emissores catalanes
common_voice_ca_31261336.wav	amb la llarga caminada solidària calçat aclaparat relatiu
common_voice_ca_31325473.wav	torra podran
common_voice_ca_18489699.wav	és dir que la tia no s'acaba de trobar bé
upc_ca_pau_101080.wav	de fet divendres passat vaig tornar doncs de la zona fronterera i frança i andorra des de la zona que comprèn la carretera que va des de llúria fins a tivissa que és on s'acumulen per part del camp de refugiats tant a la part francesa com a la part andorrà
upc_ca_ona_100036.wav	vida no miri és un esquizofrènic com podria ser diabetis però no és diabetis és esquizofrènia tipus
upc_ca_pau_101019.wav	no dubti que si votem pregunta en qualsevol moment sobre l'estat d'aquests dos assumptes judicials en què està personada la generalitat de catalunya joc de tot el que em demani informació i transparència els donaré
common_voice_ca_31325807.wav	humanitat
common_voice_ca_31351008.wav	el seu retorn fou membre del consell d'estat i del consell suprem
upc_ca_ona_100079.wav	ja està ja els hem tornat però no parlem de mercadeig polítics ni hem de parlar de mercadeig polític partir del que estem parlant és de finances públiques i d'ajuts de temes molt seriosos que seria bo que no se'n fes cap tipus de fidelitat
upc_ca_pau_101008.wav	és a dir la primera i anem a la marjal movem mitjans i de l'emergència treballem i de família
upc_ca_ona_100084.wav	jo amb el permís dels meus companys vaig dir a l'inspector de de la via laietana que amb això no hi estaven d'acord
upc_ca_ona_100024.wav	s'adona que no tinc més temps i gràcies senyor president i no dóna la solució definitiva que tots esperem que sigui millor
common_voice_ca_31121143.wav	local calcis trenta-sis cinquanta-tres seixanta-vuit vuitanta-nou
common_voice_ca_31292778.wav	pere iv i montaner
upc_ca_ona_100085.wav	no cadàver i el nostre no contrastada
common_voice_ca_31391614.wav	i haurà
common_voice_ca_31337809.wav	josep fuster noguera va ser un dirigent nascut a barcelona
